Filename,LowerCorner,UpperCorner
111_F_BUILD_96232079_0.gml,296954.606 2771922.701 0.0,298780.698 2773994.103 175.311
111_F_BUILD_96232079_1.gml,296162.086 2771193.984 0.0,298765.214 2773995.195 98.476
111_F_BUILD_96232079_2.gml,296206.294 2771188.787 0.0,297599.29 2773982.876 73.508
111_F_BUILD_96232080_0.gml,298700.57 2771702.662 0.0,300928.192 2773993.49 109.118
111_F_BUILD_96232080_1.gml,298707.155 2771922.908 0.0,300861.327 2773690.558 108.026
111_F_BUILD_96232080_2.gml,298722.318 2773300.781 0.0,300926.434 2774007.682 62.738
111_F_BUILD_96232080_3.gml,298713.187 2771214.374 0.0,300916.821 2773970.255 139.852
111_F_BUILD_96232080_4.gml,298734.208 2771286.44 0.0,300804.306 2773999.666 115.494
111_F_BUILD_96232086_0.gml,289765.958 2768913.393 0.0,291267.025 2771215.002 23.317
111_F_BUILD_96232087_0.gml,291165.201 2768414.706 0.0,293741.41 2771226.635 131.699
111_F_BUILD_96232087_1.gml,291387.677 2768375.095 0.0,293725.733 2770385.287 62.992
111_F_BUILD_96232087_2.gml,292960.562 2768412.205 0.0,293711.301 2769945.072 45.491
111_F_BUILD_96232088_0.gml,293649.047 2768407.648 0.0,296242.072 2771230.465 94.615
111_F_BUILD_96232088_1.gml,293689.541 2768420.58 0.0,296202.234 2771217.556 59.512
111_F_BUILD_96232088_2.gml,294392.583 2769419.078 0.0,295921.83 2771229.528 76.987
111_F_BUILD_96232088_3.gml,294865.382 2769431.7 0.0,295905.724 2770379.46 45.491
111_F_BUILD_96232089_0.gml,296223.819 2768440.378 0.0,298758.659 2769884.631 132.994
111_F_BUILD_96232089_1.gml,296213.103 2768425.322 0.0,298755.579 2771225.152 184.328
111_F_BUILD_96232089_2.gml,296202.007 2768443.057 0.0,298760.418 2771217.853 117.526
111_F_BUILD_96232090_0.gml,298724.659 2768441.188 0.0,300477.937 2771219.284 48.997
111_F_BUILD_96232096_0.gml,289569.852 2765708.147 0.0,291251.071 2768409.044 39.091
111_F_BUILD_96232097_0.gml,291179.972 2765648.658 0.0,293723.803 2768449.718 98.4
111_F_BUILD_96232097_1.gml,291170.721 2765659.846 0.0,293731.873 2768455.431 66.497
111_F_BUILD_96232097_2.gml,291383.62 2765641.173 0.0,293595.417 2767662.363 80.493
111_F_BUILD_96232098_0.gml,293722.852 2765651.436 0.0,296239.432 2768441.652 90.932
111_F_BUILD_96232098_1.gml,293705.051 2765644.746 0.0,296268.17 2768445.832 107.112
111_F_BUILD_96232098_2.gml,293687.442 2765806.788 0.0,296276.26 2768469.307 105.588
111_F_BUILD_96232099_0.gml,296231.382 2765667.035 0.0,298758.364 2768456.178 122.504
111_F_BUILD_96232099_1.gml,296215.875 2765660.443 0.0,298749.864 2768450.119 108.509
111_F_BUILD_96232099_2.gml,296211.01 2765644.651 0.0,298778.975 2768345.67 106.02
111_F_BUILD_96232099_3.gml,296207.884 2766043.701 0.0,298761.604 2768476.405 217.576
111_F_BUILD_96232099_4.gml,296173.219 2765899.911 0.0,298773.814 2768468.789 108.509
111_F_BUILD_96232099_5.gml,296366.334 2765669.682 0.0,298782.907 2768469.966 76.987
111_F_BUILD_96232100_0.gml,298741.251 2765659.711 0.0,301300.197 2768454.743 107.899
111_F_BUILD_96232100_1.gml,298685.944 2765661.554 0.0,301318.719 2768458.195 106.121
111_F_BUILD_96232100_2.gml,300399.57 2765680.055 0.0,301160.471 2766351.565 62.992
111_F_BUILD_97221001_0.gml,326550.543 2763047.595 0.0,328551.161 2765782.282 13.538
111_F_BUILD_97221002_0.gml,329227.525 2763139.718 0.0,331389.116 2765597.891 9.042
111_F_BUILD_97221003_0.gml,331694.058 2763082.947 0.0,334052.876 2765826.905 13.03
111_F_BUILD_97221004_0.gml,334111.326 2763127.832 0.0,336613.939 2765846.444 12.979
111_F_BUILD_97221005_0.gml,337194.686 2763099.45 0.0,339144.469 2765735.493 10.312
111_F_BUILD_97221006_0.gml,339181.075 2763107.936 0.0,341671.112 2765674.066 10.185
111_F_BUILD_97221007_0.gml,341715.599 2764135.314 0.0,343906.646 2765882.036 10.338
111_F_BUILD_97221008_0.gml,344207.151 2764984.698 0.0,346316.849 2765912.183 7.01
111_F_BUILD_97221009_0.gml,347317.646 2764628.669 0.0,348857.912 2765746.571 7.01
111_F_BUILD_97221011_0.gml,326545.752 2760455.048 0.0,329066.776 2763020.715 20.142
111_F_BUILD_97221012_0.gml,329092.659 2760278.918 0.0,331366.394 2762987.652 19.228
111_F_BUILD_97221013_0.gml,331820.275 2760418.437 0.0,333610.499 2763076.765 16.688
111_F_BUILD_97221014_0.gml,334200.709 2760480.592 0.0,335694.182 2762878.246 13.157
111_F_BUILD_97221015_0.gml,337683.127 2762290.528 0.0,338456.948 2762816.786 10.465
111_F_BUILD_97221016_0.gml,339211.059 2762435.816 0.0,340564.022 2763042.869 9.55
111_F_BUILD_97221021_0.gml,327296.648 2758696.797 0.0,329065.796 2760276.012 16.84
111_F_BUILD_97221022_0.gml,330015.894 2759008.647 0.0,331417.035 2760242.553 4.687
111_F_BUILD_97221023_0.gml,331836.117 2757626.559 0.0,334128.392 2760205.122 10.998
111_F_BUILD_97221024_0.gml,334128.921 2757756.475 0.0,335074.205 2759477.156 9.982
111_F_BUILD_97221031_0.gml,326648.776 2754747.118 0.0,327465.783 2756668.408 7.9
111_F_BUILD_97221034_0.gml,334622.519 2756981.416 0.0,334705.418 2757042.314 4.88
111_F_BUILD_97221041_0.gml,326657.613 2752090.168 0.0,328227.898 2752391.283 10.058
111_F_BUILD_97221051_0.gml,327970.202 2751077.28 0.0,328299.904 2751838.518 8.82
111_F_BUILD_97224001_0.gml,301271.126 2762938.379 0.0,303796.297 2765711.842 140.005
111_F_BUILD_97224001_1.gml,301272.575 2762893.128 0.0,303851.729 2765695.563 143.51
111_F_BUILD_97224001_2.gml,301255.638 2762914.165 0.0,303826.655 2765700.971 94.488
111_F_BUILD_97224002_0.gml,303797.202 2762919.484 0.0,306143.754 2765187.085 129.489
111_F_BUILD_97224002_1.gml,303785.865 2762900.869 0.0,304910.403 2764638.847 122.504
111_F_BUILD_97224004_0.gml,310599.519 2763409.71 0.0,311386.742 2765730.352 13.538
111_F_BUILD_97224005_0.gml,311382.129 2763023.25 0.0,313907.543 2765766.212 29.997
111_F_BUILD_97224006_0.gml,314404.698 2762979.754 0.0,316443.862 2765782.599 36.017
111_F_BUILD_97224007_0.gml,316425.659 2762988.176 0.0,318963.444 2765756.971 22.784
111_F_BUILD_97224008_0.gml,318963.678 2762998.81 0.0,321479.499 2765782.602 20.091
111_F_BUILD_97224009_0.gml,321497.161 2763177.909 0.0,324001.77 2765768.27 16.688
111_F_BUILD_97224010_0.gml,324021.524 2763027.804 0.0,326482.626 2765749.181 16.662
111_F_BUILD_97224011_0.gml,301291.74 2760122.196 0.0,303849.368 2762946.072 132.969
111_F_BUILD_97224011_1.gml,301284.17 2760261.156 0.0,302672.743 2762849.356 83.998
111_F_BUILD_97224012_0.gml,303721.378 2760166.453 0.0,306372.756 2762944.626 115.494
111_F_BUILD_97224012_1.gml,303810.602 2760183.19 0.0,305658.697 2762945.572 118.999
111_F_BUILD_97224013_0.gml,306329.26 2760174.564 0.0,308885.125 2762173.638 59.512
111_F_BUILD_97224014_0.gml,308874.294 2760171.168 0.0,311416.06 2761909.402 23.241
111_F_BUILD_97224015_0.gml,311407.128 2760228.083 0.0,313927.531 2762815.415 19.761
111_F_BUILD_97224016_0.gml,313917.936 2760225.581 0.0,316444.999 2762986.078 22.962
111_F_BUILD_97224017_0.gml,316451.165 2760213.97 0.0,318969.625 2762994.776 50.495
111_F_BUILD_97224018_0.gml,318952.873 2760233.004 0.0,321482.871 2762998.859 18.618
111_F_BUILD_97224019_0.gml,321492.821 2760249.966 0.0,324024.804 2762935.681 17.12
111_F_BUILD_97224020_0.gml,324012.094 2760291.51 0.0,326536.983 2763031.877 16.332
111_F_BUILD_97224021_0.gml,301295.1 2757378.855 0.0,303847.639 2760179.727 33.63
111_F_BUILD_97224022_0.gml,303825.341 2757384.249 0.0,306366.728 2760165.26 48.997
111_F_BUILD_97224023_0.gml,306354.414 2757497.258 0.0,308883.872 2760174.769 16.815
111_F_BUILD_97224024_0.gml,308882.172 2757954.732 0.0,311130.02 2760174.525 22.53
111_F_BUILD_97224025_0.gml,311888.752 2757504.591 0.0,313933.657 2760192.626 12.675
111_F_BUILD_97224026_0.gml,313933.979 2757625.646 0.0,316423.088 2760204.328 23.012
111_F_BUILD_97224027_0.gml,316460.031 2758112.571 0.0,318999.892 2760215.812 17.17
111_F_BUILD_97224028_0.gml,318985.833 2757462.58 0.0,321516.7 2760237.928 19.609
111_F_BUILD_97224029_0.gml,321508.834 2757491.873 0.0,324037.815 2760259.621 19.939
111_F_BUILD_97224030_0.gml,324031.132 2757695.285 0.0,326466.353 2760260.007 16.637
111_F_BUILD_97224031_0.gml,301314.873 2754625.814 0.0,303854.976 2757392.868 20.498
111_F_BUILD_97224032_0.gml,303849.69 2754609.103 0.0,306380.293 2757405.789 35.992
111_F_BUILD_97224033_0.gml,306373.622 2754632.383 0.0,308811.763 2757380.237 17.145
111_F_BUILD_97224037_0.gml,317328.877 2754782.136 0.0,318998.533 2757395.256 23.47
111_F_BUILD_97224038_0.gml,318992.489 2755332.614 0.0,321529.63 2757463.023 20.015
111_F_BUILD_97224039_0.gml,321512.555 2754860.138 0.0,323494.601 2757476.244 13.487
111_F_BUILD_97224040_0.gml,325374.573 2754845.61 0.0,326561.908 2757465.415 16.713
111_F_BUILD_97224041_0.gml,301325.656 2751921.009 0.0,303859.274 2754621.447 23.012
111_F_BUILD_97224042_0.gml,303863.871 2751871.013 0.0,306319.354 2754633.808 22.581
111_F_BUILD_97224043_0.gml,306436.654 2752932.461 0.0,308358.643 2754628.318 16.459
111_F_BUILD_97224044_0.gml,309483.185 2754384.811 0.0,309497.304 2754399.234 2.718
111_F_BUILD_97224046_0.gml,316332.298 2753394.152 0.0,316350.319 2753422.531 10.49
111_F_BUILD_97224047_0.gml,317068.998 2752731.875 0.0,317811.621 2753862.349 9.322
111_F_BUILD_97224049_0.gml,321670.46 2753543.003 0.0,324039.842 2754507.808 13.437
111_F_BUILD_97224050_0.gml,324054.613 2752257.706 0.0,326595.284 2754708.732 13.106
111_F_BUILD_97224051_0.gml,302026.898 2751643.368 0.0,302036.25 2751652.593 7.036
111_F_BUILD_97224052_0.gml,304067.265 2749065.728 0.0,306403.364 2751861.594 23.317
111_F_BUILD_97224053_0.gml,306395.844 2749246.847 0.0,307740.072 2750378.988 10.49
111_F_BUILD_97224054_0.gml,309026.235 2749138.678 0.0,309318.372 2749473.171 22.987
111_F_BUILD_97224059_0.gml,323841.432 2749979.527 0.0,323871.742 2749997.271 2.515
111_F_BUILD_97224061_0.gml,301483.116 2746314.875 0.0,303524.911 2748457.991 26.213
111_F_BUILD_97224062_0.gml,303951.993 2748248.771 0.0,306244.979 2749096.222 20.879
111_F_BUILD_97224063_0.gml,306854.999 2749001.677 0.0,306872.183 2749018.968 4.621
111_F_BUILD_97224064_0.gml,309135.115 2748913.167 0.0,309185.72 2749108.543 5.882
111_F_BUILD_97224065_0.gml,312116.522 2748845.011 0.0,312141.997 2748863.633 3.81
111_F_BUILD_97224066_0.gml,315111.047 2747606.25 0.0,315520.148 2747979.279 6.883
111_F_BUILD_97224071_0.gml,301561.771 2744843.169 0.0,302283.626 2746228.388 15.977
111_F_BUILD_97224081_0.gml,301613.282 2741021.693 0.0,301635.144 2741036.802 13.208
111_F_BUILD_97224094_0.gml,308992.912 2739251.152 0.0,309439.732 2739958.135 5.073
111_F_BUILD_97232042_0.gml,330570.247 2779696.436 0.0,331443.135 2780973.997 17.501
111_F_BUILD_97232043_0.gml,331614.782 2779687.392 0.0,333966.273 2781015.567 45.491
111_F_BUILD_97232044_0.gml,334038.669 2779720.893 0.0,335922.089 2780137.648 7.841
111_F_BUILD_97232045_0.gml,336749.477 2779711.681 0.0,337709.748 2779866.479 21.006
111_F_BUILD_97232047_0.gml,342043.981 2779754.564 0.0,343135.706 2780387.353 17.501
111_F_BUILD_97232051_0.gml,326485.442 2776885.711 0.0,328988.025 2779132.43 24.511
111_F_BUILD_97232052_0.gml,328987.12 2776871.322 0.0,331506.204 2779621.984 42.012
111_F_BUILD_97232053_0.gml,331485.992 2776919.892 0.0,334010.101 2779703.432 35.001
111_F_BUILD_97232054_0.gml,334006.875 2777068.775 0.0,336534.328 2779697.525 24.511
111_F_BUILD_97232055_0.gml,336531.994 2777499.776 0.0,338861.124 2779723.598 21.006
111_F_BUILD_97232056_0.gml,339273.494 2779065.194 0.0,340665.391 2779629.419 24.511
111_F_BUILD_97232057_0.gml,341874.587 2777187.764 0.0,342988.342 2779752.077 17.501
111_F_BUILD_97232061_0.gml,326698.418 2774840.321 0.0,329012.512 2776903.565 24.511
111_F_BUILD_97232062_0.gml,328947.395 2774147.837 0.0,330982.681 2776925.807 27.991
111_F_BUILD_97232063_0.gml,331566.677 2774387.698 0.0,334030.427 2776791.362 13.995
111_F_BUILD_97232064_0.gml,334021.063 2774164.047 0.0,336513.798 2776917.289 13.995
111_F_BUILD_97232065_0.gml,338129.015 2774590.183 0.0,339073.232 2776566.979 9.119
111_F_BUILD_97232066_0.gml,340093.472 2774200.666 0.0,341603.836 2776896.682 7.01
111_F_BUILD_97232067_0.gml,341592.248 2774213.391 0.0,342777.247 2776915.835 9.982
111_F_BUILD_97232071_0.gml,326492.119 2771364.319 0.0,329010.904 2773943.324 30.15
111_F_BUILD_97232072_0.gml,329004.156 2771371.371 0.0,331510.27 2774088.326 13.005
111_F_BUILD_97232073_0.gml,331553.744 2771737.794 0.0,334000.945 2773913.26 12.979
111_F_BUILD_97232074_0.gml,334134.437 2771399.208 0.0,336570.603 2774171.018 13.157
111_F_BUILD_97232075_0.gml,336570.423 2771395.338 0.0,339097.271 2774186.481 13.818
111_F_BUILD_97232076_0.gml,339142.18 2771429.444 0.0,341598.839 2774192.219 12.548
111_F_BUILD_97232077_0.gml,341649.588 2771410.907 0.0,343985.958 2774218.892 29.007
111_F_BUILD_97232081_0.gml,326494.671 2768727.398 0.0,329027.905 2771363.773 16.942
111_F_BUILD_97232082_0.gml,329018.467 2768765.193 0.0,330661.716 2771358.386 10.49
111_F_BUILD_97232083_0.gml,331587.114 2768629.302 0.0,334080.626 2771207.84 14.173
111_F_BUILD_97232084_0.gml,334056.748 2768797.337 0.0,336596.266 2771301.632 19.812
111_F_BUILD_97232085_0.gml,336578.671 2768650.621 0.0,339110.515 2771410.224 24.511
111_F_BUILD_97232086_0.gml,339105.958 2768650.461 0.0,341652.098 2771396.454 14.859
111_F_BUILD_97232087_0.gml,341634.248 2768657.891 0.0,344166.03 2771456.279 58.75
111_F_BUILD_97232088_0.gml,344159.832 2768698.805 0.0,344629.326 2769220.592 7.01
111_F_BUILD_97232089_0.gml,347956.272 2768720.676 0.0,348738.949 2768919.075 7.01
111_F_BUILD_97232091_0.gml,326971.997 2765821.162 0.0,329021.342 2768524.017 16.002
111_F_BUILD_97232092_0.gml,329079.479 2765892.696 0.0,331560.617 2768190.7 13.411
111_F_BUILD_97232093_0.gml,331550.978 2765851.586 0.0,333931.578 2768533.199 10.643
111_F_BUILD_97232094_0.gml,334094.497 2765852.484 0.0,336528.895 2768431.474 9.754
111_F_BUILD_97232095_0.gml,336614.295 2765902.953 0.0,339097.86 2768651.978 12.776
111_F_BUILD_97232096_0.gml,339115.932 2765974.105 0.0,341684.339 2768672.122 10.211
111_F_BUILD_97232097_0.gml,341636.448 2765964.041 0.0,344186.244 2768675.482 9.982
111_F_BUILD_97232098_0.gml,344163.087 2765984.199 0.0,346700.615 2768534.301 7.01
111_F_BUILD_97232099_0.gml,346742.309 2765942.825 0.0,349032.869 2768721.172 13.64
111_F_BUILD_97232100_0.gml,349219.084 2766232.442 0.0,351543.012 2768636.935 7.01
111_F_BUILD_97233001_0.gml,301177.58 2790617.578 0.0,303703.936 2793397.064 20.371
111_F_BUILD_97233002_0.gml,303705.29 2790680.26 0.0,306191.359 2793379.148 16.51
111_F_BUILD_97233003_0.gml,306270.291 2792147.376 0.0,308747.904 2793403.473 12.878
111_F_BUILD_97233004_0.gml,308746.517 2790645.709 0.0,311265.4 2793414.18 17.501
111_F_BUILD_97233005_0.gml,311253.172 2790651.809 0.0,313788.736 2793428.213 36.119
111_F_BUILD_97233006_0.gml,313771.02 2790655.127 0.0,315729.988 2793367.167 45.491
111_F_BUILD_97233011_0.gml,301187.094 2787843.532 0.0,303666.125 2790624.05 36.805
111_F_BUILD_97233012_0.gml,303759.363 2788055.58 0.0,305948.001 2790523.075 20.32
111_F_BUILD_97233013_0.gml,308545.095 2788738.73 0.0,308566.257 2788752.75 4.693
111_F_BUILD_97233014_0.gml,308875.171 2787883.185 0.0,311261.789 2790639.35 43.561
111_F_BUILD_97233015_0.gml,311266.837 2787921.815 0.0,313801.116 2790664.948 34.976
111_F_BUILD_97233016_0.gml,313768.1 2787894.589 0.0,316330.221 2790686.471 38.506
111_F_BUILD_97233016_1.gml,313936.948 2789245.366 0.0,315142.955 2790285.327 17.501
111_F_BUILD_97233017_0.gml,316299.557 2787941.452 0.0,318352.336 2788963.55 52.273
111_F_BUILD_97233018_0.gml,318902.648 2787917.83 0.0,320349.548 2789646.673 35.001
111_F_BUILD_97233021_0.gml,301204.86 2785105.681 0.0,303429.002 2787846.171 9.83
111_F_BUILD_97233024_0.gml,308766.375 2785425.81 0.0,310693.997 2787889.539 10.16
111_F_BUILD_97233025_0.gml,311356.149 2785125.983 0.0,313809.761 2787845.854 11.024
111_F_BUILD_97233026_0.gml,313821.683 2785127.892 0.0,316326.709 2787907.164 19.71
111_F_BUILD_97233027_0.gml,316354.606 2785147.221 0.0,318871.263 2787912.269 59.512
111_F_BUILD_97233028_0.gml,318831.666 2785160.724 0.0,321202.882 2787931.145 70.002
111_F_BUILD_97233034_0.gml,310390.93 2782344.9 0.0,311154.583 2783427.462 7.01
111_F_BUILD_97233035_0.gml,311426.531 2782350.682 0.0,313829.006 2785127.471 16.789
111_F_BUILD_97233036_0.gml,313821.199 2782427.553 0.0,316295.373 2785133.15 13.36
111_F_BUILD_97233037_0.gml,316353.592 2783741.291 0.0,318861.076 2785144.393 13.614
111_F_BUILD_97233038_0.gml,318886.938 2784117.603 0.0,319264.896 2785144.029 13.995
111_F_BUILD_97233044_0.gml,310672.551 2779784.119 0.0,311278.227 2782348.251 14.275
111_F_BUILD_97233045_0.gml,311354.981 2779611.932 0.0,313428.082 2782319.322 10.236
111_F_BUILD_97233046_0.gml,314116.595 2779600.503 0.0,314864.765 2780056.444 10.49
111_F_BUILD_97233054_0.gml,310332.389 2777939.219 0.0,311303.661 2779306.611 33.68
111_F_BUILD_97233055_0.gml,311332.287 2776837.439 0.0,313849.473 2779579.191 24.536
111_F_BUILD_97233056_0.gml,313810.784 2776814.388 0.0,315461.258 2779369.006 32.029
111_F_BUILD_97233060_0.gml,325681.586 2777297.916 0.0,326407.776 2778176.405 4.267
111_F_BUILD_97233065_0.gml,312612.928 2774036.461 0.0,313861.906 2776818.992 94.488
111_F_BUILD_97233066_0.gml,313849.355 2774035.267 0.0,316407.294 2776839.74 92.507
111_F_BUILD_97233067_0.gml,316387.976 2774046.271 0.0,318930.806 2775777.455 109.728
111_F_BUILD_97233068_0.gml,318889.282 2774061.737 0.0,319008.696 2774312.106 107.848
111_F_BUILD_97233075_0.gml,312177.227 2771267.151 0.0,313886.96 2774047.082 92.888
111_F_BUILD_97233076_0.gml,313825.599 2771288.001 0.0,316403.91 2774058.689 168.504
111_F_BUILD_97233076_1.gml,313857.98 2771775.926 0.0,316459.545 2774053.711 97.993
111_F_BUILD_97233077_0.gml,316355.029 2771286.145 0.0,318921.155 2774144.976 138.963
111_F_BUILD_97233077_1.gml,316391.283 2773509.04 0.0,318857.182 2773819.968 72.593
111_F_BUILD_97233078_0.gml,318911.841 2771336.404 0.0,321424.32 2774083.007 36.297
111_F_BUILD_97233079_0.gml,321439.832 2771642.563 0.0,322814.236 2773201.615 12.827
111_F_BUILD_97233085_0.gml,312218.655 2769819.179 0.0,313983.983 2771295.45 75.87
111_F_BUILD_97233086_0.gml,313828.554 2768546.486 0.0,316342.739 2771295.219 54.026
111_F_BUILD_97233087_0.gml,316475.014 2768539.472 0.0,318820.232 2771297.755 16.154
111_F_BUILD_97233088_0.gml,318968.658 2768546.011 0.0,321293.514 2771325.407 16.916
111_F_BUILD_97233089_0.gml,321474.52 2768548.853 0.0,323982.315 2771299.737 16.561
111_F_BUILD_97233090_0.gml,323921.026 2768559.352 0.0,326496.875 2770992.423 23.571
111_F_BUILD_97233091_0.gml,301278.508 2765683.631 0.0,303380.071 2767970.129 108.509
111_F_BUILD_97233091_1.gml,301263.562 2765690.377 0.0,303087.229 2767878.015 91.008
111_F_BUILD_97233091_2.gml,301250.514 2765694.967 0.0,302676.634 2767878.535 97.993
111_F_BUILD_97233091_3.gml,301270.386 2765669.383 0.0,303619.57 2768000.744 87.503
111_F_BUILD_97233094_0.gml,310191.213 2765717.19 0.0,311382.838 2767881.703 83.185
111_F_BUILD_97233095_0.gml,311356.746 2765721.016 0.0,313903.936 2768377.172 56.947
111_F_BUILD_97233096_0.gml,313885.059 2765729.549 0.0,316405.399 2768509.364 46.076
111_F_BUILD_97233097_0.gml,316443.769 2765781.943 0.0,318941.6 2768421.939 19.253
111_F_BUILD_97233098_0.gml,318950.379 2765774.876 0.0,321465.838 2768494.905 20.345
111_F_BUILD_97233099_0.gml,321461.072 2765820.688 0.0,323979.221 2768566.262 16.231
111_F_BUILD_97233100_0.gml,323991.832 2765798.382 0.0,326333.949 2768532.064 19.101
111_F_BUILD_97234072_0.gml,304016.751 2798926.917 0.0,304047.049 2798945.877 7.518
111_F_BUILD_97234081_0.gml,301164.435 2796132.943 0.0,303687.455 2797818.466 25.603
111_F_BUILD_97234082_0.gml,303682.567 2796158.124 0.0,306206.639 2798931.484 22.352
111_F_BUILD_97234083_0.gml,306172.737 2796172.99 0.0,308718.525 2798865.98 24.511
111_F_BUILD_97234084_0.gml,308712.4 2796195.67 0.0,311232.685 2798450.815 43.663
111_F_BUILD_97234085_0.gml,311248.409 2796627.945 0.0,312156.837 2796971.721 13.995
111_F_BUILD_97234091_0.gml,301162.212 2793382.88 0.0,303699.586 2796160.827 17.704
111_F_BUILD_97234092_0.gml,303683.462 2793463.132 0.0,306188.547 2796208.371 19.177
111_F_BUILD_97234093_0.gml,306220.686 2793407.202 0.0,308727.24 2796176.198 12.649
111_F_BUILD_97234094_0.gml,308719.818 2793434.583 0.0,311245.902 2796195.827 29.921
111_F_BUILD_97234095_0.gml,311245.576 2793487.58 0.0,313769.425 2796008.404 23.444
111_F_BUILD_97234096_0.gml,313760.743 2793596.135 0.0,313835.548 2794464.598 7.188
112_O_BUILD_95221057_0.gml,241087.445 2748978.877 0.0,242911.671 2749332.263 27.915
112_O_BUILD_95221067_0.gml,241178.397 2746281.886 0.0,243237.383 2748977.622 61.925
112_O_BUILD_95221067_1.gml,240946.116 2746183.574 0.0,243247.945 2748969.56 59.411
112_O_BUILD_95221067_2.gml,242269.007 2746712.781 0.0,243239.765 2749022.016 52.73
112_O_BUILD_95221068_0.gml,243230.251 2746204.842 0.0,245763.946 2748921.317 56.388
112_O_BUILD_95221068_1.gml,243215.851 2746229.572 0.0,245742.643 2748875.439 56.515
112_O_BUILD_95221068_2.gml,243228.334 2747834.785 0.0,244321.633 2748862.673 34.442
112_O_BUILD_95221069_0.gml,245753.529 2746195.775 0.0,248288.51 2747159.53 58.598
112_O_BUILD_95221069_1.gml,245758.733 2746206.563 0.0,248239.39 2746927.249 25.222
112_O_BUILD_95221070_0.gml,248287.181 2746235.082 0.0,248709.122 2746878.518 9.474
112_O_BUILD_95221076_0.gml,240625.635 2745407.188 0.0,240680.285 2745662.117 5.994
112_O_BUILD_95221077_0.gml,240713.238 2743448.614 0.0,243236.068 2746230.942 20.904
112_O_BUILD_95221077_1.gml,241389.726 2743431.063 0.0,243237.661 2745061.909 22.987
112_O_BUILD_95221078_0.gml,243941.237 2743420.034 0.0,245778.392 2746217.084 58.293
112_O_BUILD_95221078_1.gml,244316.791 2743777.502 0.0,245774.327 2744399.933 67.564
112_O_BUILD_95221078_2.gml,244325.228 2744190.883 0.0,245764.272 2745055.647 52.553
112_O_BUILD_95221078_3.gml,243267.017 2743439.675 0.0,245768.672 2746221.974 51.333
112_O_BUILD_95221078_4.gml,243218.189 2743611.925 0.0,245394.107 2745090.64 44.856
112_O_BUILD_95221078_5.gml,243231.255 2743411.824 0.0,245630.73 2743690.967 59.614
112_O_BUILD_95221079_0.gml,245752.024 2743433.814 0.0,248029.179 2746225.475 92.532
112_O_BUILD_95221079_1.gml,245752.97 2743436.542 0.0,247987.992 2746191.573 68.707
112_O_BUILD_95221079_10.gml,246852.106 2744409.241 0.0,248293.054 2745335.977 104.597
112_O_BUILD_95221079_11.gml,246401.1 2743800.351 0.0,248291.376 2745288.532 69.799
112_O_BUILD_95221079_12.gml,246386.064 2743671.281 0.0,248299.366 2744450.944 118.948
112_O_BUILD_95221079_13.gml,245799.073 2743421.328 0.0,248294.491 2745600.782 95.707
112_O_BUILD_95221079_14.gml,247035.814 2743926.119 0.0,248289.221 2744427.439 19.329
112_O_BUILD_95221079_2.gml,245751.18 2744006.654 0.0,246891.764 2744658.55 94.234
112_O_BUILD_95221079_3.gml,245751.749 2744380.321 0.0,246936.537 2744897.448 79.019
112_O_BUILD_95221079_4.gml,245754.943 2744631.36 0.0,246987.186 2745266.04 75.26
112_O_BUILD_95221079_5.gml,245743.156 2745023.806 0.0,248057.637 2745457.58 96.723
112_O_BUILD_95221079_6.gml,245752.754 2745244.519 0.0,248021.315 2745877.644 58.75
112_O_BUILD_95221079_7.gml,245754.587 2745619.23 0.0,247993.752 2746100.857 76.987
112_O_BUILD_95221079_8.gml,245747.809 2745841.423 0.0,247880.692 2746232.934 77.064
112_O_BUILD_95221079_9.gml,245765.952 2743438.064 0.0,248298.228 2746215.762 104.8
112_O_BUILD_95221080_0.gml,248264.922 2743489.623 0.0,250799.656 2746151.141 70.307
112_O_BUILD_95221080_1.gml,248272.805 2743664.361 0.0,250819.629 2745288.443 66.65
112_O_BUILD_95221080_2.gml,248280.851 2743422.544 0.0,250820.454 2744450.998 90.602
112_O_BUILD_95221080_3.gml,248285.659 2743421.067 0.0,250801.657 2745596.003 78.13
112_O_BUILD_95221087_0.gml,241600.546 2740732.494 0.0,243253.972 2743163.235 42.647
112_O_BUILD_95221087_1.gml,241317.662 2740675.672 0.0,243239.249 2743461.755 56.261
112_O_BUILD_95221087_2.gml,241344.422 2740667.557 0.0,243236.012 2742992.894 31.115
112_O_BUILD_95221088_0.gml,243223.033 2740667.926 0.0,245758.686 2743199.889 59.411
112_O_BUILD_95221088_1.gml,243212.376 2740864.988 0.0,245753.475 2743099.592 47.828
112_O_BUILD_95221088_2.gml,243224.003 2740662.195 0.0,245808.088 2743464.712 59.411
112_O_BUILD_95221088_3.gml,243223.866 2741923.126 0.0,245773.323 2743480.771 57.683
112_O_BUILD_95221088_4.gml,243262.877 2743324.216 0.0,245595.714 2743457.869 56.921
112_O_BUILD_95221089_0.gml,245748.43 2740657.645 0.0,248288.788 2743460.45 67.31
112_O_BUILD_95221089_1.gml,245870.724 2741585.257 0.0,248298.203 2743388.664 44.145
112_O_BUILD_95221089_2.gml,245876.686 2742494.685 0.0,248286.224 2743466.904 63.068
112_O_BUILD_95221089_3.gml,245928.437 2741979.872 0.0,248262.627 2743401.693 52.857
112_O_BUILD_95221089_4.gml,245946.952 2741227.726 0.0,248292.942 2743030.535 52.172
